@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
9689,'2022/12/15 11:47:40:267',17,481,493,2
9690,'2022/12/15 11:47:40:278',17,487,492,2
9691,'2022/12/15 11:47:40:287',17,483,498,2
9692,'2022/12/15 11:47:40:298',17,484,495,2
9693,'2022/12/15 11:47:40:308',17,485,494,2
9694,'2022/12/15 11:47:40:319',17,487,496,2
9695,'2022/12/15 11:47:40:330',17,487,498,2
9696,'2022/12/15 11:47:40:340',17,484,496,2
9697,'2022/12/15 11:47:40:351',17,485,496,2
9698,'2022/12/15 11:47:40:361',17,486,492,2
9699,'2022/12/15 11:47:40:372',17,486,498,2
9700,'2022/12/15 11:47:40:382',17,486,494,2
9701,'2022/12/15 11:47:40:393',17,483,493,2
9702,'2022/12/15 11:47:40:404',17,486,499,2
9703,'2022/12/15 11:47:40:414',17,484,495,2
9704,'2022/12/15 11:47:40:425',17,485,497,2
9705,'2022/12/15 11:47:40:435',17,487,498,2
9706,'2022/12/15 11:47:40:446',17,486,495,2
9707,'2022/12/15 11:47:40:457',17,482,492,2
9708,'2022/12/15 11:47:40:467',17,483,497,2
9709,'2022/12/15 11:47:40:478',17,486,495,2
9710,'2022/12/15 11:47:40:488',17,484,498,2
9711,'2022/12/15 11:47:40:499',17,487,497,2
9712,'2022/12/15 11:47:40:509',17,483,494,2
9713,'2022/12/15 11:47:40:520',17,488,497,2
9714,'2022/12/15 11:47:40:530',17,485,494,2
9715,'2022/12/15 11:47:40:541',17,483,494,2
9716,'2022/12/15 11:47:40:552',17,487,495,2
9717,'2022/12/15 11:47:40:562',17,486,495,2
9718,'2022/12/15 11:47:40:573',17,487,495,2
9719,'2022/12/15 11:47:40:583',17,483,497,2
9720,'2022/12/15 11:47:56:151',18,477,527,3
9721,'2022/12/15 11:47:56:162',18,481,530,3
9722,'2022/12/15 11:47:56:172',18,482,529,3
9723,'2022/12/15 11:47:56:183',18,477,529,3
9724,'2022/12/15 11:47:56:192',18,477,527,3
9725,'2022/12/15 11:47:56:203',18,481,526,3
9726,'2022/12/15 11:47:56:214',18,480,525,3
9727,'2022/12/15 11:47:56:224',18,480,530,3
9728,'2022/12/15 11:47:56:235',18,479,530,3
9729,'2022/12/15 11:47:56:245',18,481,527,3
9730,'2022/12/15 11:47:56:256',18,479,529,3
9731,'2022/12/15 11:47:56:266',18,480,528,3
9732,'2022/12/15 11:47:56:277',18,481,527,3
9733,'2022/12/15 11:47:56:288',18,481,530,3
9734,'2022/12/15 11:47:56:298',18,477,528,3
9735,'2022/12/15 11:47:56:309',18,479,526,3
9736,'2022/12/15 11:47:56:319',18,481,530,3
9737,'2022/12/15 11:47:56:330',18,478,528,3
9738,'2022/12/15 11:47:56:340',18,477,524,3
9739,'2022/12/15 11:47:56:351',18,480,529,3
9740,'2022/12/15 11:47:56:362',18,479,530,3
9741,'2022/12/15 11:47:56:372',18,478,525,3
9742,'2022/12/15 11:47:56:383',18,477,526,3
9743,'2022/12/15 11:47:56:393',18,480,526,3
9744,'2022/12/15 11:47:56:404',18,481,529,3
9745,'2022/12/15 11:47:56:414',18,478,527,3
9746,'2022/12/15 11:47:56:425',18,479,529,3
9747,'2022/12/15 11:47:56:435',18,478,528,3
9748,'2022/12/15 11:47:56:446',18,478,527,3
9749,'2022/12/15 11:47:56:457',18,482,530,3
9750,'2022/12/15 11:47:56:467',18,477,527,3
9751,'2022/12/15 11:47:56:478',18,481,527,3
9752,'2022/12/15 11:47:56:488',18,477,528,3
9753,'2022/12/15 11:47:56:499',18,480,525,3
9754,'2022/12/15 11:47:56:510',18,476,529,3
9755,'2022/12/15 11:47:56:520',18,480,530,3
9756,'2022/12/15 11:47:56:531',18,478,529,3
9757,'2022/12/15 11:47:56:541',18,477,526,3
9758,'2022/12/15 11:47:56:552',18,479,530,3
9759,'2022/12/15 11:47:56:561',18,476,527,3
9760,'2022/12/15 11:47:56:572',18,479,526,3
9761,'2022/12/15 11:47:56:582',18,478,529,3
9762,'2022/12/15 11:47:56:593',18,476,526,3
9763,'2022/12/15 11:47:56:604',18,478,530,3
9764,'2022/12/15 11:47:56:614',18,481,525,3
9765,'2022/12/15 11:47:56:625',18,477,530,3
9766,'2022/12/15 11:47:56:635',18,477,529,3
9767,'2022/12/15 11:47:56:646',18,482,530,3
9768,'2022/12/15 11:47:56:656',18,477,526,3
9769,'2022/12/15 11:47:56:667',18,480,527,3
9770,'2022/12/15 11:47:56:678',18,481,530,3
9771,'2022/12/15 11:47:56:688',18,481,528,3
9772,'2022/12/15 11:47:56:699',18,477,527,3
9773,'2022/12/15 11:47:56:709',18,481,531,3
9774,'2022/12/15 11:47:56:720',18,482,527,3
9775,'2022/12/15 11:47:56:730',18,483,527,3
9776,'2022/12/15 11:47:56:741',18,480,526,3
9777,'2022/12/15 11:47:56:752',18,480,529,3
9778,'2022/12/15 11:47:56:762',18,478,527,3
9779,'2022/12/15 11:47:56:773',18,477,527,3
9780,'2022/12/15 11:47:56:783',18,479,528,3
9781,'2022/12/15 11:47:56:794',18,479,527,3
9782,'2022/12/15 11:47:56:804',18,477,527,3
9783,'2022/12/15 11:47:56:815',18,480,526,3
9784,'2022/12/15 11:47:56:826',18,479,527,3
9785,'2022/12/15 11:47:56:836',18,480,527,3
9786,'2022/12/15 11:47:56:847',18,478,530,3
9787,'2022/12/15 11:47:56:857',18,481,526,3
9788,'2022/12/15 11:47:56:868',18,480,529,3
9789,'2022/12/15 11:47:56:878',18,477,526,3
9790,'2022/12/15 11:47:56:889',18,479,527,3
9791,'2022/12/15 11:47:56:900',18,481,529,3
9792,'2022/12/15 11:47:56:910',18,480,528,3
9793,'2022/12/15 11:47:56:921',18,480,528,3
9794,'2022/12/15 11:47:56:931',18,478,529,3
9795,'2022/12/15 11:47:56:941',18,479,526,3
9796,'2022/12/15 11:47:56:951',18,476,528,3
9797,'2022/12/15 11:47:56:962',18,482,531,3
9798,'2022/12/15 11:47:56:972',18,481,527,3
9799,'2022/12/15 11:47:56:983',18,481,525,3
9800,'2022/12/15 11:47:56:994',18,480,530,3
9801,'2022/12/15 11:47:57:004',18,478,525,3
9802,'2022/12/15 11:47:57:015',18,481,528,3
9803,'2022/12/15 11:47:57:025',18,481,528,3
9804,'2022/12/15 11:47:57:036',18,480,530,3
9805,'2022/12/15 11:47:57:046',18,482,529,3
9806,'2022/12/15 11:47:57:057',18,479,529,3
9807,'2022/12/15 11:47:57:068',18,480,529,3
9808,'2022/12/15 11:47:57:078',18,480,528,3
9809,'2022/12/15 11:47:57:089',18,478,527,3
9810,'2022/12/15 11:47:57:099',18,481,529,3
9811,'2022/12/15 11:47:57:110',18,481,530,3
9812,'2022/12/15 11:47:57:120',18,482,526,3
9813,'2022/12/15 11:47:57:131',18,477,527,3
9814,'2022/12/15 11:47:57:142',18,478,531,3
9815,'2022/12/15 11:47:57:152',18,480,531,3
9816,'2022/12/15 11:47:57:163',18,476,527,3
9817,'2022/12/15 11:47:57:173',18,478,530,3
9818,'2022/12/15 11:47:57:184',18,475,530,3
9819,'2022/12/15 11:47:57:194',18,478,527,3
9820,'2022/12/15 11:47:57:205',18,478,527,3
9821,'2022/12/15 11:47:57:216',18,481,526,3
9822,'2022/12/15 11:47:57:226',18,478,529,3
9823,'2022/12/15 11:47:57:237',18,477,529,3
9824,'2022/12/15 11:47:57:247',18,480,525,3
9825,'2022/12/15 11:47:57:258',18,478,530,3
9826,'2022/12/15 11:47:57:268',18,477,530,3
9827,'2022/12/15 11:47:57:279',18,481,527,3
9828,'2022/12/15 11:47:57:289',18,475,527,3
9829,'2022/12/15 11:47:57:300',18,477,525,3
9830,'2022/12/15 11:47:57:311',18,480,529,3
9831,'2022/12/15 11:47:57:321',18,476,527,3
9832,'2022/12/15 11:47:57:332',18,477,529,3
9833,'2022/12/15 11:47:57:341',18,478,526,3
9834,'2022/12/15 11:47:57:352',18,480,529,3
9835,'2022/12/15 11:47:57:362',18,477,530,3
9836,'2022/12/15 11:47:57:373',18,478,527,3
9837,'2022/12/15 11:47:57:384',18,478,530,3
9838,'2022/12/15 11:47:57:394',18,480,530,3
9839,'2022/12/15 11:47:57:405',18,479,525,3
9840,'2022/12/15 11:47:57:415',18,478,530,3
9841,'2022/12/15 11:47:57:426',18,479,527,3
9842,'2022/12/15 11:47:57:436',18,481,531,3
9843,'2022/12/15 11:47:57:447',18,478,530,3
9844,'2022/12/15 11:47:57:457',18,482,527,3
9845,'2022/12/15 11:47:57:468',18,482,526,3
9846,'2022/12/15 11:47:57:479',18,478,526,3
9847,'2022/12/15 11:47:57:489',18,480,530,3
9848,'2022/12/15 11:47:57:500',18,478,526,3
9849,'2022/12/15 11:47:57:510',18,480,530,3
9850,'2022/12/15 11:47:57:521',18,482,528,3
9851,'2022/12/15 11:47:57:532',18,479,529,3
9852,'2022/12/15 11:47:57:542',18,479,527,3
9853,'2022/12/15 11:47:57:553',18,480,528,3
9854,'2022/12/15 11:47:57:563',18,478,527,3
9855,'2022/12/15 11:47:57:574',18,477,528,3
9856,'2022/12/15 11:47:57:584',18,480,527,3
9857,'2022/12/15 11:47:57:595',18,478,529,3
9858,'2022/12/15 11:47:57:605',18,480,529,3
9859,'2022/12/15 11:47:57:616',18,480,530,3
9860,'2022/12/15 11:47:57:627',18,477,531,3
9861,'2022/12/15 11:47:57:637',18,479,528,3
9862,'2022/12/15 11:47:57:648',18,482,526,3
9863,'2022/12/15 11:47:57:658',18,480,529,3
9864,'2022/12/15 11:47:57:669',18,482,528,3
9865,'2022/12/15 11:47:57:680',18,478,528,3
9866,'2022/12/15 11:47:57:690',18,477,524,3
9867,'2022/12/15 11:47:57:701',18,480,528,3
9868,'2022/12/15 11:47:57:710',18,479,532,3
9869,'2022/12/15 11:47:57:721',18,476,527,3
9870,'2022/12/15 11:47:57:731',18,480,528,3
9871,'2022/12/15 11:47:57:742',18,478,527,3
9872,'2022/12/15 11:47:57:752',18,473,526,3
9873,'2022/12/15 11:47:57:763',18,478,530,3
9874,'2022/12/15 11:47:57:774',18,478,530,3
9875,'2022/12/15 11:47:57:784',18,482,528,3
9876,'2022/12/15 11:47:57:795',18,477,529,3
9877,'2022/12/15 11:47:57:805',18,480,527,3
9878,'2022/12/15 11:47:57:816',18,480,527,3
9879,'2022/12/15 11:47:57:826',18,480,528,3
9880,'2022/12/15 11:47:57:837',18,479,529,3
9881,'2022/12/15 11:47:57:848',18,476,526,3
9882,'2022/12/15 11:47:57:858',18,479,531,3
9883,'2022/12/15 11:47:57:869',18,479,529,3
9884,'2022/12/15 11:47:57:879',18,479,527,3
9885,'2022/12/15 11:47:57:890',18,477,529,3
9886,'2022/12/15 11:47:57:900',18,480,527,3
9887,'2022/12/15 11:47:57:911',18,480,527,3
9888,'2022/12/15 11:47:57:922',18,477,529,3
9889,'2022/12/15 11:47:57:932',18,478,527,3
9890,'2022/12/15 11:47:57:943',18,477,526,3
9891,'2022/12/15 11:47:57:953',18,481,530,3
9892,'2022/12/15 11:47:57:964',18,478,529,3
9893,'2022/12/15 11:47:57:974',18,481,527,3
9894,'2022/12/15 11:47:57:985',18,478,526,3
9895,'2022/12/15 11:47:57:995',18,478,529,3
9896,'2022/12/15 11:47:58:006',18,481,525,3
9897,'2022/12/15 11:47:58:017',18,479,529,3
9898,'2022/12/15 11:47:58:027',18,481,527,3
9899,'2022/12/15 11:47:58:038',18,482,528,3
9900,'2022/12/15 11:47:58:048',18,478,526,3
9901,'2022/12/15 11:47:58:059',18,480,527,3
9902,'2022/12/15 11:47:58:069',18,482,530,3
9903,'2022/12/15 11:47:58:080',18,476,523,3
9904,'2022/12/15 11:47:58:090',18,481,530,3
9905,'2022/12/15 11:47:58:100',18,478,525,3
9906,'2022/12/15 11:47:58:111',18,480,526,3
9907,'2022/12/15 11:47:58:121',18,480,525,3
9908,'2022/12/15 11:47:58:132',18,480,530,3
9909,'2022/12/15 11:47:58:142',18,479,529,3
9910,'2022/12/15 11:47:58:153',18,480,527,3
9911,'2022/12/15 11:47:58:164',18,478,526,3
9912,'2022/12/15 11:47:58:174',18,477,530,3
9913,'2022/12/15 11:47:58:185',18,476,529,3
9914,'2022/12/15 11:47:58:195',18,478,528,3
9915,'2022/12/15 11:47:58:206',18,476,525,3
9916,'2022/12/15 11:47:58:216',18,481,528,3
9917,'2022/12/15 11:47:58:227',18,480,529,3
9918,'2022/12/15 11:47:58:238',18,480,526,3
9919,'2022/12/15 11:47:58:248',18,479,531,3
9920,'2022/12/15 11:47:58:259',18,480,528,3
9921,'2022/12/15 11:47:58:269',18,478,530,3
9922,'2022/12/15 11:47:58:280',18,478,527,3
9923,'2022/12/15 11:47:58:290',18,478,529,3
9924,'2022/12/15 11:47:58:301',18,480,523,3
9925,'2022/12/15 11:47:58:312',18,478,527,3
9926,'2022/12/15 11:47:58:322',18,478,527,3
9927,'2022/12/15 11:47:58:333',18,481,529,3
9928,'2022/12/15 11:47:58:343',18,479,529,3
9929,'2022/12/15 11:47:58:354',18,481,529,3
9930,'2022/12/15 11:47:58:364',18,477,526,3
9931,'2022/12/15 11:47:58:375',18,482,530,3
9932,'2022/12/15 11:47:58:385',18,483,526,3
9933,'2022/12/15 11:47:58:396',18,476,529,3
9934,'2022/12/15 11:47:58:407',18,481,532,3
9935,'2022/12/15 11:47:58:417',18,481,531,3
9936,'2022/12/15 11:47:58:428',18,476,527,3
9937,'2022/12/15 11:47:58:438',18,476,526,3
9938,'2022/12/15 11:47:58:449',18,482,525,3
9939,'2022/12/15 11:47:58:460',18,479,528,3
9940,'2022/12/15 11:47:58:469',18,481,527,3
9941,'2022/12/15 11:47:58:480',18,479,526,3
9942,'2022/12/15 11:47:58:490',18,480,526,3
9943,'2022/12/15 11:47:58:501',18,479,529,3
9944,'2022/12/15 11:47:58:511',18,478,526,3
9945,'2022/12/15 11:47:58:522',18,481,527,3
9946,'2022/12/15 11:47:58:533',18,477,526,3
9947,'2022/12/15 11:47:58:543',18,481,529,3
9948,'2022/12/15 11:47:58:554',18,477,526,3
9949,'2022/12/15 11:47:58:564',18,477,526,3
9950,'2022/12/15 11:47:58:575',18,481,525,3
9951,'2022/12/15 11:47:58:585',18,480,527,3
9952,'2022/12/15 11:47:58:596',18,479,525,3
9953,'2022/12/15 11:47:58:606',18,477,527,3
9954,'2022/12/15 11:47:58:617',18,482,528,3
9955,'2022/12/15 11:47:58:628',18,480,528,3
9956,'2022/12/15 11:47:58:638',18,482,530,3
9957,'2022/12/15 11:47:58:649',18,481,530,3
9958,'2022/12/15 11:47:58:659',18,479,530,3
9959,'2022/12/15 11:47:58:670',18,479,523,3
9960,'2022/12/15 11:47:58:680',18,480,528,3
9961,'2022/12/15 11:47:58:691',18,480,521,3
9962,'2022/12/15 11:47:58:702',18,481,529,3
9963,'2022/12/15 11:47:58:712',18,480,528,3
9964,'2022/12/15 11:47:58:723',18,479,528,3
9965,'2022/12/15 11:47:58:733',18,481,529,3
9966,'2022/12/15 11:47:58:744',18,475,529,3
9967,'2022/12/15 11:47:58:754',18,478,529,3
9968,'2022/12/15 11:47:58:765',18,480,528,3
9969,'2022/12/15 11:47:58:776',18,476,527,3
9970,'2022/12/15 11:47:58:786',18,481,529,3
9971,'2022/12/15 11:47:58:797',18,480,529,3
9972,'2022/12/15 11:47:58:807',18,481,529,3
9973,'2022/12/15 11:47:58:818',18,481,526,3
9974,'2022/12/15 11:47:58:828',18,475,526,3
9975,'2022/12/15 11:47:58:838',18,479,529,3
9976,'2022/12/15 11:47:58:849',18,477,527,3
9977,'2022/12/15 11:47:58:859',18,477,527,3
9978,'2022/12/15 11:47:58:870',18,478,529,3
9979,'2022/12/15 11:47:58:880',18,479,528,3
9980,'2022/12/15 11:47:58:891',18,477,524,3
9981,'2022/12/15 11:47:58:901',18,479,527,3
9982,'2022/12/15 11:47:58:912',18,481,525,3
9983,'2022/12/15 11:47:58:922',18,475,526,3
9984,'2022/12/15 11:47:58:933',18,475,523,3
9985,'2022/12/15 11:47:58:944',18,480,529,3
9986,'2022/12/15 11:47:58:954',18,477,528,3
9987,'2022/12/15 11:47:58:965',18,479,525,3
9988,'2022/12/15 11:47:58:975',18,481,528,3
9989,'2022/12/15 11:47:58:986',18,480,526,3
9990,'2022/12/15 11:47:58:996',18,476,526,3
9991,'2022/12/15 11:47:59:007',18,481,529,3
9992,'2022/12/15 11:47:59:018',18,475,525,3
9993,'2022/12/15 11:47:59:028',18,474,527,3
9994,'2022/12/15 11:47:59:039',18,480,526,3
9995,'2022/12/15 11:47:59:049',18,478,528,3
9996,'2022/12/15 11:47:59:060',18,478,530,3
9997,'2022/12/15 11:47:59:070',18,477,526,3
9998,'2022/12/15 11:47:59:081',18,479,529,3
9999,'2022/12/15 11:47:59:092',18,481,528,3
10000,'2022/12/15 11:47:59:102',18,481,529,3
10001,'2022/12/15 11:47:59:113',18,474,525,3
10002,'2022/12/15 11:47:59:124',18,481,525,3
10003,'2022/12/15 11:47:59:134',18,480,530,3
10004,'2022/12/15 11:47:59:144',18,478,529,3
10005,'2022/12/15 11:47:59:155',18,481,526,3
10006,'2022/12/15 11:47:59:165',18,480,524,3
10007,'2022/12/15 11:47:59:176',18,474,528,3
10008,'2022/12/15 11:47:59:187',18,478,526,3
10009,'2022/12/15 11:47:59:197',18,479,529,3
10010,'2022/12/15 11:47:59:208',18,475,529,3
10011,'2022/12/15 11:47:59:217',18,475,525,3
10012,'2022/12/15 11:47:59:228',18,478,527,3
10013,'2022/12/15 11:47:59:238',18,480,528,3
10014,'2022/12/15 11:47:59:249',18,477,527,3
10015,'2022/12/15 11:47:59:260',18,476,530,3
10016,'2022/12/15 11:47:59:270',18,477,526,3
10017,'2022/12/15 11:47:59:281',18,476,528,3
10018,'2022/12/15 11:47:59:291',18,480,527,3
10019,'2022/12/15 11:47:59:302',18,481,528,3
10020,'2022/12/15 11:47:59:312',18,477,530,3
10021,'2022/12/15 11:47:59:323',18,479,530,3
10022,'2022/12/15 11:47:59:334',18,480,526,3
10023,'2022/12/15 11:47:59:344',18,478,526,3
10024,'2022/12/15 11:47:59:355',18,477,530,3
10025,'2022/12/15 11:47:59:365',18,479,526,3
10026,'2022/12/15 11:47:59:376',18,479,529,3
10027,'2022/12/15 11:47:59:387',18,480,529,3
10028,'2022/12/15 11:47:59:397',18,480,530,3
10029,'2022/12/15 11:47:59:408',18,479,525,3
10030,'2022/12/15 11:47:59:418',18,475,529,3
10031,'2022/12/15 11:47:59:429',18,476,525,3
10032,'2022/12/15 11:47:59:439',18,480,528,3
10033,'2022/12/15 11:47:59:450',18,476,525,3
10034,'2022/12/15 11:47:59:460',18,475,525,3
10035,'2022/12/15 11:47:59:471',18,478,527,3
10036,'2022/12/15 11:47:59:482',18,478,527,3
10037,'2022/12/15 11:47:59:492',18,475,527,3
10038,'2022/12/15 11:47:59:503',18,478,526,3
10039,'2022/12/15 11:47:59:513',18,477,529,3
10040,'2022/12/15 11:47:59:524',18,477,529,3
10041,'2022/12/15 11:47:59:534',18,480,526,3
10042,'2022/12/15 11:47:59:545',18,480,529,3
10043,'2022/12/15 11:47:59:556',18,479,527,3
10044,'2022/12/15 11:47:59:566',18,475,527,3
10045,'2022/12/15 11:47:59:577',18,481,530,3
10046,'2022/12/15 11:47:59:586',18,476,527,3
10047,'2022/12/15 11:47:59:597',18,479,527,3
10048,'2022/12/15 11:47:59:607',18,479,529,3
10049,'2022/12/15 11:47:59:618',18,477,525,3
10050,'2022/12/15 11:47:59:629',18,479,527,3
10051,'2022/12/15 11:47:59:639',18,479,527,3
10052,'2022/12/15 11:47:59:650',18,476,523,3
10053,'2022/12/15 11:47:59:660',18,477,526,3
10054,'2022/12/15 11:47:59:671',18,480,531,3
10055,'2022/12/15 11:47:59:681',18,478,525,3
10056,'2022/12/15 11:47:59:692',18,480,528,3
10057,'2022/12/15 11:47:59:702',18,480,525,3
10058,'2022/12/15 11:47:59:713',18,481,526,3
10059,'2022/12/15 11:47:59:724',18,479,525,3
10060,'2022/12/15 11:47:59:734',18,479,528,3
10061,'2022/12/15 11:47:59:745',18,478,526,3
10062,'2022/12/15 11:47:59:755',18,479,526,3
10063,'2022/12/15 11:47:59:766',18,477,531,3
10064,'2022/12/15 11:47:59:776',18,480,528,3
10065,'2022/12/15 11:47:59:787',18,481,525,3
10066,'2022/12/15 11:47:59:798',18,475,523,3
10067,'2022/12/15 11:47:59:808',18,475,528,3
10068,'2022/12/15 11:47:59:819',18,479,526,3
10069,'2022/12/15 11:47:59:829',18,478,529,3
10070,'2022/12/15 11:47:59:840',18,480,529,3
10071,'2022/12/15 11:47:59:850',18,480,526,3
10072,'2022/12/15 11:47:59:861',18,476,529,3
10073,'2022/12/15 11:47:59:871',18,477,526,3
10074,'2022/12/15 11:47:59:882',18,480,526,3
10075,'2022/12/15 11:47:59:893',18,475,527,3
10076,'2022/12/15 11:47:59:903',18,476,529,3
10077,'2022/12/15 11:47:59:914',18,477,528,3
10078,'2022/12/15 11:47:59:924',18,481,525,3
10079,'2022/12/15 11:47:59:935',18,481,530,3
10080,'2022/12/15 11:47:59:945',18,476,524,3
10081,'2022/12/15 11:47:59:956',18,475,530,3
10082,'2022/12/15 11:47:59:966',18,479,527,3
10083,'2022/12/15 11:47:59:976',18,478,529,3
10084,'2022/12/15 11:47:59:987',18,476,529,3
10085,'2022/12/15 11:47:59:997',18,480,527,3
10086,'2022/12/15 11:48:00:008',18,478,528,3
10087,'2022/12/15 11:48:00:019',18,480,526,3
10088,'2022/12/15 11:48:00:029',18,478,525,3
10089,'2022/12/15 11:48:00:040',18,480,528,3
10090,'2022/12/15 11:48:00:050',18,479,528,3
10091,'2022/12/15 11:48:00:061',18,478,527,3
10092,'2022/12/15 11:48:00:071',18,475,529,3
10093,'2022/12/15 11:48:00:082',18,480,524,3
10094,'2022/12/15 11:48:00:092',18,478,530,3
10095,'2022/12/15 11:48:00:103',18,478,529,3
10096,'2022/12/15 11:48:00:114',18,481,529,3
10097,'2022/12/15 11:48:00:124',18,480,529,3
10098,'2022/12/15 11:48:00:135',18,480,527,3
10099,'2022/12/15 11:48:00:145',18,481,529,3
10100,'2022/12/15 11:48:00:156',18,477,529,3
10101,'2022/12/15 11:48:00:166',18,478,525,3
10102,'2022/12/15 11:48:00:177',18,480,528,3
10103,'2022/12/15 11:48:00:188',18,475,529,3
10104,'2022/12/15 11:48:00:198',18,476,523,3
10105,'2022/12/15 11:48:00:209',18,477,531,3
10106,'2022/12/15 11:48:00:219',18,477,524,3
10107,'2022/12/15 11:48:00:230',18,476,529,3
10108,'2022/12/15 11:48:00:240',18,479,526,3
10109,'2022/12/15 11:48:00:251',18,480,528,3
10110,'2022/12/15 11:48:00:262',18,476,529,3
10111,'2022/12/15 11:48:00:272',18,476,529,3
10112,'2022/12/15 11:48:00:283',18,479,528,3
10113,'2022/12/15 11:48:00:293',18,474,527,3
10114,'2022/12/15 11:48:00:304',18,481,528,3
10115,'2022/12/15 11:48:00:314',18,477,526,3
10116,'2022/12/15 11:48:00:325',18,476,528,3
10117,'2022/12/15 11:48:00:335',18,480,528,3
10118,'2022/12/15 11:48:00:345',18,480,527,3
10119,'2022/12/15 11:48:00:356',18,477,529,3
10120,'2022/12/15 11:48:00:366',18,480,530,3
10121,'2022/12/15 11:48:00:377',18,481,525,3
10122,'2022/12/15 11:48:00:387',18,479,529,3
10123,'2022/12/15 11:48:00:398',18,477,527,3
10124,'2022/12/15 11:48:00:408',18,479,530,3
10125,'2022/12/15 11:48:00:419',18,480,523,3
10126,'2022/12/15 11:48:00:430',18,477,528,3
10127,'2022/12/15 11:48:00:440',18,477,530,3
10128,'2022/12/15 11:48:00:451',18,481,528,3
10129,'2022/12/15 11:48:00:461',18,481,529,3
10130,'2022/12/15 11:48:00:472',18,479,529,3
10131,'2022/12/15 11:48:00:482',18,480,527,3
10132,'2022/12/15 11:48:00:493',18,478,527,3
10133,'2022/12/15 11:48:00:504',18,477,530,3
10134,'2022/12/15 11:48:00:514',18,481,531,3
10135,'2022/12/15 11:48:00:525',18,478,525,3
10136,'2022/12/15 11:48:00:535',18,481,528,3
10137,'2022/12/15 11:48:00:546',18,479,531,3
10138,'2022/12/15 11:48:00:556',18,477,528,3
10139,'2022/12/15 11:48:00:567',18,479,529,3
10140,'2022/12/15 11:48:00:578',18,478,530,3
10141,'2022/12/15 11:48:00:588',18,478,529,3
10142,'2022/12/15 11:48:00:599',18,480,529,3
10143,'2022/12/15 11:48:00:609',18,476,528,3
10144,'2022/12/15 11:48:00:620',18,479,528,3
10145,'2022/12/15 11:48:00:630',18,479,527,3
10146,'2022/12/15 11:48:00:641',18,479,528,3
10147,'2022/12/15 11:48:00:652',18,480,526,3
10148,'2022/12/15 11:48:00:662',18,479,527,3
10149,'2022/12/15 11:48:00:673',18,478,525,3
10150,'2022/12/15 11:48:00:683',18,479,526,3
10151,'2022/12/15 11:48:00:694',18,480,530,3
10152,'2022/12/15 11:48:00:704',18,481,529,3
10153,'2022/12/15 11:48:00:714',18,478,526,3
10154,'2022/12/15 11:48:00:725',18,481,530,3
10155,'2022/12/15 11:48:00:735',18,479,529,3
10156,'2022/12/15 11:48:00:746',18,479,526,3
10157,'2022/12/15 11:48:00:756',18,480,530,3
10158,'2022/12/15 11:48:00:767',18,481,527,3
10159,'2022/12/15 11:48:00:777',18,481,528,3
10160,'2022/12/15 11:48:00:788',18,477,528,3
10161,'2022/12/15 11:48:00:798',18,475,532,3
10162,'2022/12/15 11:48:00:809',18,476,531,3
10163,'2022/12/15 11:48:00:820',18,476,530,3
10164,'2022/12/15 11:48:00:830',18,477,526,3
10165,'2022/12/15 11:48:00:841',18,475,526,3
10166,'2022/12/15 11:48:00:851',18,477,527,3
10167,'2022/12/15 11:48:00:862',18,477,531,3
10168,'2022/12/15 11:48:00:872',18,477,528,3
10169,'2022/12/15 11:48:00:883',18,477,528,3
10170,'2022/12/15 11:48:00:894',18,480,526,3
10171,'2022/12/15 11:48:00:904',18,478,527,3
10172,'2022/12/15 11:48:00:915',18,478,524,3
10173,'2022/12/15 11:48:00:925',18,478,528,3
10174,'2022/12/15 11:48:00:936',18,477,528,3
10175,'2022/12/15 11:48:00:946',18,477,527,3
10176,'2022/12/15 11:48:00:957',18,481,531,3
10177,'2022/12/15 11:48:00:968',18,478,529,3
10178,'2022/12/15 11:48:00:978',18,476,530,3
10179,'2022/12/15 11:48:00:989',18,477,529,3
10180,'2022/12/15 11:48:00:999',18,480,529,3
10181,'2022/12/15 11:48:01:010',18,481,531,3
10182,'2022/12/15 11:48:01:020',18,475,530,3
10183,'2022/12/15 11:48:01:031',18,477,526,3
10184,'2022/12/15 11:48:01:042',18,479,529,3
10185,'2022/12/15 11:48:01:052',18,481,529,3
10186,'2022/12/15 11:48:01:063',18,482,529,3
10187,'2022/12/15 11:48:01:073',18,477,525,3
10188,'2022/12/15 11:48:01:083',18,480,527,3
10189,'2022/12/15 11:48:01:093',18,480,532,3
10190,'2022/12/15 11:48:01:104',18,479,526,3
10191,'2022/12/15 11:48:01:114',18,481,526,3
10192,'2022/12/15 11:48:01:125',18,480,530,3
10193,'2022/12/15 11:48:01:136',18,480,526,3
10194,'2022/12/15 11:48:01:146',18,475,528,3
10195,'2022/12/15 11:48:01:157',18,478,528,3
10196,'2022/12/15 11:48:01:167',18,477,529,3
10197,'2022/12/15 11:48:01:178',18,481,531,3
10198,'2022/12/15 11:48:01:189',18,477,528,3
10199,'2022/12/15 11:48:01:199',18,480,529,3
10200,'2022/12/15 11:48:01:210',18,478,529,3
10201,'2022/12/15 11:48:01:220',18,477,525,3
10202,'2022/12/15 11:48:01:231',18,476,525,3
